ATLANTIC,CBC,CNN,GLOBE AND MAIL,MASSIVE SCI,NATIONAL GEOGRAPHIC,NATIONAL OBSERVER,NPR,NYT,REUTERS
https://www.theatlantic.com/science/archive/2023/04/microbes-bacteria-virus-species-conservation-extinction/673700/,https://www.cbc.ca/news/canada/windsor/bird-migration-timing-climate-1.6800129,https://www.cnn.com/2023/04/13/americas/oldest-known-bat-fossils-reveal-new-species-scn/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-want-to-live-longer-stop-focusing-on-a-single-food-and-consider-your/,https://massivesci.com/articles/gingko-tree-longevity-gene-activity-evolutionarily-unique/,https://www.nationalgeographic.com/science/article/health-risks-living-near-railroads-east-palestine-trains,https://www.nationalobserver.com/2022/12/20/analysis/overheated-canada-gasoline-emissions-are-surging-out-control,https://www.npr.org/2023/05/05/1174024003/sargassum-giant-seaweed-blob-florida,https://www.nytimes.com/2023/04/13/science/astronomy-black-holes.html,https://www.reuters.com/technology/space/with-gulp-burp-bloated-star-swallows-jupiter-sized-planet-2023-05-03/
https://www.theatlantic.com/science/archive/2023/03/cockroaches-evolution-avoid-sweet-poison-exterminator-traps/673545/,https://www.cbc.ca/news/canada/kitchener-waterloo/bps-food-labels-1.6792373,https://www.cnn.com/2023/04/10/world/ancient-drug-use-hair-europe-scn/index.html,https://www.theglobeandmail.com/canada/article-autism-diagnose-pediatricians/,https://massivesci.com/articles/seasonal-allergies-pollen-climate-change-ragweed/,https://www.nationalgeographic.com/environment/article/earthquakes,https://www.nationalobserver.com/2023/05/05/news/human-driven-climate-chaos-fuelling-horn-africa-drought,https://www.npr.org/2023/05/05/1174381307/beck-music-adele-beyonce-volume-pop-indie-alternative-study,,https://www.reuters.com/lifestyle/science/china-wants-start-using-moon-soil-build-lunar-bases-soon-this-decade-2023-04-12/
https://www.theatlantic.com/science/archive/2023/03/tattoo-science-immune-system-effects/673462/,https://www.cbc.ca/news/canada/british-columbia/native-plants-garden-spring-1.6809917,https://www.cnn.com/2023/03/08/health/allergy-season-early-pollen-wellness-climate/index.html,https://www.theglobeandmail.com/life/article-how-to-sleep-better/,https://massivesci.com/articles/un-climate-action-guterres-secretary-general/,https://www.nationalgeographic.com/science/article/how-to-see-green-comet-c2022-e3-ztf,https://www.nationalobserver.com/2022/09/13/news/newfoundland-labrador-oil-exploration-plans-bad-news-marine-life,https://www.npr.org/2023/04/29/1172626546/parrots-friendship-video-chats-new-study-animal-research,,https://www.reuters.com/lifestyle/science/scientists-unveil-new-improved-skinny-donut-black-hole-image-2023-04-13/
https://www.theatlantic.com/science/archive/2023/03/covid-origins-research-raccoon-dogs-wuhan-market-lab-leak/673390/,https://www.cbc.ca/news/canada/british-columbia/spring-cleaning-clutter-hoarding-disorder-1.6797098,https://www.cnn.com/2023/04/25/world/intermediate-mass-black-holes-scn/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-healthy-gut-exercise-research/,https://massivesci.com/notes/bitter-flies-drosophila-taste-toxic-chemistry/,https://www.nationalgeographic.com/science/article/seasonal-affective-disorder-depression-winter-blues,https://www.nationalobserver.com/2023/04/25/news/tide-powered-clean-energy-could-help-west-coast-communities-ditch-diesel,https://www.npr.org/sections/health-shots/2023/04/26/1167527579/study-finds-gun-assault-rates-doubled-for-children-in-4-major-cities-during-pand,,https://www.reuters.com/lifestyle/science/small-ears-frizzy-hair-dry-ear-wax-genetics-mammoths-2023-04-07/
https://www.theatlantic.com/science/archive/2023/03/webb-space-telescope-discovers-galaxies-astronomy/673274/,https://www.cbc.ca/news/canada/newfoundland-labrador/nl-cyberattack-explained-1.6781977,https://www.cnn.com/2023/03/21/world/marsupial-sabertooth-vision-scn/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-exercise-cognitive-benefits/,https://massivesci.com/notes/bacillus-listeria-biocontrol-fruits-vegetables/,https://www.nationalgeographic.com/science/article/feeling-under-the-weather-heres-how-different-common-drugs-work,https://www.nationalobserver.com/2023/03/23/news/unchecked-climate-change-puts-canada-west-coast-hot-water,https://www.npr.org/sections/health-shots/2023/04/18/1170087779/covid-pregnancy-fetus-brain-delays,,https://www.reuters.com/lifestyle/science/study-explains-how-primordial-life-survived-snowball-earth-2023-04-04/
https://www.theatlantic.com/science/archive/2023/02/climate-change-paris-agreement-15-degrees-celsius-goal/672909/,https://www.cbc.ca/news/canada/invasive-turtles-pets-bc-1.6831313,https://www.cnn.com/2023/02/21/world/atacama-desert-life-mars-scn/index.html,https://www.theglobeandmail.com/life/article-wellness-cloudsurfer-shoes-fitbench/,https://massivesci.com/articles/ibd-sugar-western-diet-microbiome/,https://www.nationalgeographic.com/science/article/scientists-mapped-hawaiis-volcanic-underbelly-in-stunning-detail,https://www.nationalobserver.com/2022/09/20/news/bison-prairie-farm-birds-biodiversity-fewer-floods,https://www.npr.org/sections/health-shots/2023/04/14/1169216517/youre-less-likely-to-get-long-covid-after-a-second-infection-than-a-first,,https://www.reuters.com/lifestyle/science/intriguing-moon-water-source-found-glass-beads-impacts-2023-03-27/
https://www.theatlantic.com/science/archive/2023/01/saliva-food-interaction-taste-influence/672802/,https://www.cbc.ca/news/science/what-on-earth-disposable-vapes-1.6832312,https://www.cnn.com/2023/02/14/world/spy-balloon-science-weather-uses-scn/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-anti-inflammatory-diet-improves-female-fertility-study-finds/,https://massivesci.com/articles/lionfish-food-invasive-species-venon-cooking-virgin-islands/,https://www.nationalgeographic.com/science/article/scientists-achieve-breakthrough-nuclear-fusion,https://www.nationalobserver.com/2022/05/02/news/meat-moderation-can-be-part-climate-solution-regenerative-agriculture,https://www.npr.org/2023/04/12/1169531195/swimming-pools-rich-water-shortages,,https://www.reuters.com/lifestyle/science/scientists-explain-alien-comet-oumuamuas-strange-acceleration-2023-03-23/
https://www.theatlantic.com/health/archive/2022/12/grapefruit-juice-medication-interaction-risk/672537/,https://www.cbc.ca/news/science/what-on-earth-environmental-field-work-1.6824554,https://www.cnn.com/2023/01/30/health/teens-chimpanzees-scn-wellness/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-filling-up-on-flavonols-may-slow-memory-loss-finds-study/,https://massivesci.com/articles/rare-sugar-chemistry-nutrition-organic/,https://www.nationalgeographic.com/science/article/hawaii-mauna-loa-erupts-largest-active-volcano-reawakens,https://www.nationalobserver.com/2021/05/07/news/canada-carbon-sink-managed-forests-circling-drain,https://www.npr.org/2023/04/12/1169266941/global-warming-could-be-juicing-baseball-home-runs-study-finds,,https://www.reuters.com/lifestyle/science/locks-hair-compose-symphony-genetic-information-beethoven-2023-03-22/
https://www.theatlantic.com/science/archive/2022/12/snake-clitoris-discovery-reptilian-copulation/672450/,https://www.cbc.ca/news/science/what-on-earth-road-repairs-flooding-1.6809436,https://www.cnn.com/2023/04/26/health/physical-activity-addiction-wellness/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-diabetes-low-carb-diet/,https://massivesci.com/notes/nuclear-war-fish-fisheries-doomsday/,https://www.nationalgeographic.com/science/article/rsv-is-surging-among-kids-but-scientists-have-a-plan-to-stop-it,https://www.nationalobserver.com/2022/07/18/news/dogs-sniffing-stinky-invasive-mussels,https://www.npr.org/2023/03/28/1166422313/warming-fueled-supercells-will-hit-the-southern-u-s-more-often-a-study-warns,,https://www.reuters.com/lifestyle/science/second-lab-grown-chicken-product-cleared-human-consumption-by-us-regulator-2023-03-21/
https://www.theatlantic.com/science/archive/2023/05/dog-anxiety-meds-treatment-antidepressants/674050/,https://www.cbc.ca/news/canada/education-mis-disinformation-1.6836531,https://www.cnn.com/2023/05/15/health/human-dna-captured-from-air-scn/index.html,,https://massivesci.com/articles/should-humans-feed-bears-hibernation-telomeres/,https://www.nationalgeographic.com/science/article/diet-bedtime-late-night-eating-weight-gain,https://www.nationalobserver.com/2023/05/11/news/cost-turning-older-buildings-climate-fighting-machines,https://www.npr.org/2023/03/08/1161902940/international-womens-day-gender-equality-life-expectancy,,https://www.reuters.com/business/environment/platypus-returns-australian-national-park-first-time-half-century-2023-05-13/
https://www.theatlantic.com/science/archive/2023/05/multicellular-organism-evolution-yeast-experiment/674030/,https://www.cbc.ca/news/climate/lithium-in-the-world-1.6841339,https://www.cnn.com/2023/05/13/world/human-pangenome-science-newsletter-scn/index.html,,https://massivesci.com/articles/biology-spectrum-genes-species-sex/,https://www.nationalgeographic.com/science/article/radioactive-dogs-chernobyl-strays-health-disease-mutation,https://www.nationalobserver.com/2023/05/17/news/front-lines-whale-conservation-front-lines-war,https://www.npr.org/2023/05/23/1177640695/cpsc-stock-photos-people-disabilities-safety-devices,,https://www.reuters.com/business/healthcare-pharmaceuticals/who-officially-launches-mrna-vaccine-hub-cape-town-2023-04-20/
https://www.theatlantic.com/science/archive/2023/05/harmful-blue-green-algae-kotzebue-alaska/673974/,https://www.cbc.ca/news/canada/kitchener-waterloo/university-waterloo-virtual-reality-vr-cybersickness-why-study-1.6840293,https://www.cnn.com/2023/05/12/world/what-is-a-species-explainer-scn/index.html,,https://massivesci.com/notes/cryosphere-cold-ethanol-yeast-microbes/,https://www.nationalgeographic.com/science/article/long-covid-patients-exercise-bad-medicine,https://www.nationalobserver.com/2023/05/18/news/are-hungry-north-atlantic-right-whales-led-their-noses,https://www.npr.org/2023/05/20/1176438893/this-high-school-seniors-science-project-could-one-day-save-lives,,https://www.reuters.com/science/how-build-giant-sauropod-dinosaurs-did-it-36-different-ways-2023-05-08/
https://www.theatlantic.com/science/archive/2023/05/peanut-butter-liquid-fluid-dynamics-tsa-cats/673964/,https://www.cbc.ca/news/canada/british-columbia/bc-not-a-heat-dome-1.6840632,https://www.cnn.com/2023/05/12/world/saurona-butterflies-lord-of-the-rings-study-scn/index.html,,https://massivesci.com/articles/urbanization-rural-agriculture-knee-osteoarthritis/,https://www.nationalgeographic.com/science/article/genetic-testing-breast-cancer-mutations-brca,https://www.nationalobserver.com/2023/05/15/news/worlds-favourite-conservation-model-built-colonial-violence,https://www.npr.org/2023/05/20/1177056829/titanic-scan,,https://www.reuters.com/business/healthcare-pharmaceuticals/us-fda-approves-seres-therapeutics-pill-deadly-c-difficile-infections-2023-04-26/
https://www.theatlantic.com/science/archive/2023/05/mosquito-repellent-soap-deet/674013/,https://www.cbc.ca/news/politics/zaporizhzhia-nuclear-russia-ukraine-iaea-1.6841423,https://www.cnn.com/2023/05/12/world/largest-cosmic-explosion-scn/index.html,,https://massivesci.com/articles/water-biomimicry-cactus-beetle-desert/,https://www.nationalgeographic.com/science/article/diet-mounjaro-weight-loss-drug-ozempic-weygovy,https://www.nationalobserver.com/2023/05/01/news/how-new-zealand-pesky-pigs-became-cash-cow,https://www.npr.org/2023/05/20/1177221645/more-than-half-of-the-worlds-largest-lakes-are-shrinking-heres-why-that-matters,,https://www.reuters.com/technology/waiting-quantum-computers-arrive-software-engineers-get-creative-2023-04-17/
https://www.theatlantic.com/science/archive/2023/01/sturtian-marinoan-gaskiers-snowball-earth-animals/672571/,https://www.cbc.ca/radio/asithappens/vaquita-porpoise-2023-expedition-1.6838828,https://www.cnn.com/2023/05/11/world/stratosphere-sounds-scn/index.html,,https://massivesci.com/articles/co2-emissions-clothing-manufacturing-fast-fashion/,https://www.nationalgeographic.com/science/article/psychedelic-medicine-trip-mdma-psilocybin-therapy,https://www.nationalobserver.com/2023/04/24/news/whales-crabbers-balance-getting-harder,https://www.npr.org/sections/health-shots/2023/05/19/1176905832/our-bodies-respond-differently-to-food-a-new-study-aims-to-find-out-how,,https://www.reuters.com/lifestyle/science/compact-galaxys-discovery-shows-webb-telescopes-amazing-power-2023-04-14/
https://www.theatlantic.com/science/archive/2023/01/astrophysics-fusion-experimentation-supernovas/672625/,https://www.cbc.ca/radio/thecurrent/firefighter-tool-communities-plan-wildfires-1.6837318,https://www.cnn.com/2023/05/11/world/thunder-beasts-evolution-size-scn/index.html,,https://massivesci.com/articles/titanium-dioxide-plasmonics-solar-energy/,https://www.nationalgeographic.com/science/article/nasa-photo-of-planetary-debris-unlike-anything-seen-before,https://www.nationalobserver.com/2023/04/21/news/insect-farming-booming-cruelty,https://www.npr.org/2023/05/18/1176753033/rainbow-sea-slug-england,,https://www.reuters.com/markets/wealth/can-ai-answer-your-money-questions-we-put-chatbots-test-2023-04-13/
https://www.theatlantic.com/science/archive/2023/01/xbb15-case-for-kraken-coronavirus-subvariant/672715/,https://www.cbc.ca/news/canada/kitchener-waterloo/university-waterloo-electronic-waste-1.6835910,https://www.cnn.com/2023/05/10/world/nasa-voyager-probes-power-scn/index.html,,https://massivesci.com/articles/human-elephant-conflict-wildlife-social-equity/,https://www.nationalgeographic.com/science/article/how-ancient-cultures-discovered-iron-feature,https://www.nationalobserver.com/2023/04/20/news/creating-paradise-seabirds,https://www.npr.org/2023/05/17/1176441758/2-people-were-hurt-in-a-california-bee-attack-heres-what-to-do-if-it-happens-to-,,https://www.reuters.com/business/healthcare-pharmaceuticals/us-drugmakers-call-reversing-texas-abortion-pill-ruling-2023-04-10/
https://www.theatlantic.com/science/archive/2023/01/mars-snow-evidence/672793/,https://www.cbc.ca/radio/quirks/pendant-ancient-dna-1.6832580,https://www.cnn.com/2023/05/08/world/webb-telescope-fomalhaut-belts-scn/index.html,,https://massivesci.com/articles/climate-change-gentrification-miami-norfolk-flagstaff/,https://www.nationalgeographic.com/science/article/diet-obesity-weight-genetics-dna,https://www.nationalobserver.com/2023/04/10/news/cat-poop-runoff-killing-california-sea-otters,https://www.npr.org/2023/04/28/1172856207/at-home-dna-test-kits-can-tell-you-many-things-race-shouldnt-be-one-of-them,,https://www.reuters.com/lifestyle/science/deepest-ever-fish-caught-filmed-off-japan-by-scientists-2023-04-03/
https://www.theatlantic.com/science/archive/2023/01/should-college-admissions-use-standardized-test-scores/672816/,https://www.cbc.ca/news/science/forestry-emissions-logging-boreal-1.6831088,https://www.cnn.com/2023/05/06/world/ancient-pendant-science-newsletter-wt-scn/index.html,,https://massivesci.com/notes/chernobyl-radiation-nuclear-dna-mutation-stigma/,https://www.nationalgeographic.com/science/article/diet-gut-microbe-child-malnutrition,https://www.nationalobserver.com/2023/04/03/news/time-flu-vaccine-birds,https://www.npr.org/2023/05/16/1176131967/underwater-florida-professor-breaks-world-record,,https://www.reuters.com/business/environment/how-two-weather-balloons-led-mexico-ban-solar-geoengineering-2023-03-27/
https://www.theatlantic.com/science/archive/2023/01/oxytocin-hormone-study-prairie-vole-receptor-research/672860/,https://www.cbc.ca/news/canada/british-columbia/vertical-farming-strawberrry-fields-forever-1.6828585,https://www.cnn.com/2023/05/05/world/sea-life-great-pacific-garbage-patch-climate-scn/index.html,,https://massivesci.com/notes/superfund-socioeconomic-life-expectancy-systemic/,https://www.nationalgeographic.com/science/article/what-made-these-prehistoric-thunder-beasts-so-big,https://www.nationalobserver.com/2023/03/29/news/final-days-bahama-nuthatch,https://www.npr.org/2023/05/11/1175389977/hammerhead-sharks-hold-breath-study,,https://www.reuters.com/lifestyle/science/asteroid-discovery-suggests-ingredients-life-earth-came-space-2023-03-21/
https://www.theatlantic.com/science/archive/2023/01/solar-farms-renewable-energy-killing-birds/672877/,https://www.cbc.ca/radio/thecurrent/space-tourism-sex-1.6824571,https://www.cnn.com/2023/05/03/world/woolly-mammoths-ancient-hormones-scn/index.html,,https://massivesci.com/notes/wildfire-trees-toxicity-methoxyphenols/,https://www.nationalgeographic.com/science/article/why-fda-ease-limits-gay-bisexual-men-blood-donation-hiv,https://www.nationalobserver.com/2023/03/22/news/dont-just-save-adorable-animals,https://www.npr.org/2023/05/10/1174900390/the-james-webb-space-telescope-reveals-a-mysterious-planet-to-be-weirdly-shiny,,https://www.reuters.com/business/sustainable-business/huge-phillips-66-biofuels-project-will-test-industrys-green-promises-2023-03-21/
https://www.theatlantic.com/science/archive/2023/02/immunometabolism-infections-disease-food-nutrition-treatment/672920/,https://www.cbc.ca/news/science/spacex-starship-success-1.6823172,https://www.cnn.com/2023/05/03/world/star-swallows-planet-study-scli-intl-scn/index.html,,https://massivesci.com/articles/native-plants-insect-declines-landscaping/,https://www.nationalgeographic.com/science/article/chocolate-milk-recovery-drink-endurance-exercise,https://www.nationalobserver.com/2023/03/14/news/when-whales-want-get-real-loud-they-crank-their-phonic-lips,https://www.npr.org/2023/05/10/1175019538/listen-to-one-of-the-largest-trees-in-the-world,,https://www.reuters.com/business/environment/marine-heatwaves-are-sweeping-seafloor-around-north-america-2023-03-13/
https://www.theatlantic.com/science/archive/2023/02/moon-dark-far-side-nasa-shadowcam-photos/672953/,https://www.cbc.ca/news/canada/edmonton/edmonton-coyote-den-selection-research-conflict-1.6803397,https://www.cnn.com/2023/05/23/tech/chatgpt-mind-reading/index.html,,https://massivesci.com/articles/predator-reintroduction-yellowstone-trophic-cascade/,https://www.nationalgeographic.com/science/article/vaccine-prevention-lyme-disease-epidemic-tick-treatment,https://www.nationalobserver.com/2023/03/08/news/giant-jurassic-era-insect-rediscovered-outside-walmart,https://www.npr.org/sections/health-shots/2023/05/23/1175859398/want-to-understand-your-adolescent-get-to-know-their-brain,,https://www.reuters.com/lifestyle/science/new-analysis-reveals-dynamic-volcanism-venus-2023-03-15/
https://www.theatlantic.com/science/archive/2023/02/animal-hygiene-behavior-germs-disgust-response/673005/,https://www.cbc.ca/news/canada/calgary/oilsands-emissions-measurment-underestimated-study-1.6820451,https://www.cnn.com/2023/05/23/asia/wwf-greater-mekong-new-species-intl-hnk/index.html,,https://massivesci.com/articles/mountain-lions-vicuna-predator-prey-wildlife-conflict-nocturnal-strategy/,https://www.nationalgeographic.com/science/article/photosynthesis-still-a-mystery-science-revealing-unknown-steps,https://www.nationalobserver.com/2023/03/06/news/old-norse-texts-shed-light-mysterious-whale-feeding-strategy,https://www.npr.org/2023/05/09/1174789570/florida-roads-radioactive-paving-phosphogypsum,,https://www.reuters.com/lifestyle/science/study-explains-mealtime-minke-whale-oceans-littlest-giant-2023-03-15/
